"No","표준명 [INGR_KOR_NAME] ","영문명 [INGR_ENG_NAME] ","CASNO [CAS_NO] ","기원및정의 [ORIGIN_MAJOR_KOR_NAME] ","이명 [INGR_SYNONYM] ","rownum"
"6754","알에이치-폴리펩타이드-11","rh-Polypeptide-11","","이 원료는 대장균으로 발효하여 얻은 단일사슬 재조합 휴먼펩타이드이다. 출발유전자는 인체세포에서 직접 분리된 Acidic Fibroblast Growth Factor 1을 코딩하는 유전자로 그대로 사용하거나 생산 숙주에 적합하게 개조된 것이다. 이것은 다이설파이드결합 및/또는 글라이코실레이션을 갖는 최대 155개의 아미노산으로 구성되어 있다. 그 단백질을 구성하는 아미노산은 표준아미노산이다.","","6754"
"6755","알에이치-폴리펩타이드-15","rh-Polypeptide-15","","이 원료는 대장균에서 발효하여 얻은 단일사슬 재조합 휴먼 펩타이드로 53개의 아미노산으로 이루어져 있다. 출발유전자는 인체세포에서 직접 분리된 Tissue Inhibitor of Metalloproteinases-2(TIMP-2)를 코딩하는 사람 유전자와 동일한 코드를 갖도록 합성된 것으로 그대로 사용하거나 생산숙주에 적합하게 개조된 것이다. 이것은 글라이코실화 및/또는 다이설파이드결합을 포함할 수 있는 최대 220개의 아미노산으로 구성되어 있다. 그 단백질을 구성하는 아미노산은 표준아미노산이다.","","6755"
"6756","트라이펩타이드-7에스에이치-펜타펩타이드-19","Tripeptide-7 sh-Pentapeptide-19","","이 원료는 동일한 엔케팔린 단백질의 합성으로 인간 재조합 펩타이드이다. 이 원료는 트라이펩타이드-7과 에스에이치-펜타펩타이드-19를 포함한다.","트리펩타이드-7에스에이치-펜타펩타이드-19","6756"
"6757","트라이펩타이드-7에스에이치-데카펩타이드-9","Tripeptide-7 sh-Decapeptide-9","","이 원료는 동일한 엔돌핀 단백질의 합성으로 인간 재조합 펩타이드이다. 이 원료는 트라이펩타이드-7과 데카펩타이드-9을 포함한다.","트리펩타이드-7에스에이치-데카펩타이드-9","6757"
"6758","에스에이치-올리고펩타이드-6","sh-Oligopeptide-6","","이 원료는 대장균을 발효하여 얻은 단일사슬 합성휴먼펩타이드로서 16개의 아미노산을 포함한다. 출발유전자는 Alpha Endorphin을 코딩하는 인간 유전자와 동일한 코드를 갖도록 합성된 것으로 그대로 사용하거나 생산숙주에 적합하게 개조된 것이다. 이것은 글라이코실화 및/또는 다이설파이드결합을 포함할 수 있는 최대 267개의 아미노산으로 구성되어 있다. 그 단백질을 구성하는 아미노산의 종류는 표준아미노산이다.","올리고펩타이드-36","6758"
"6759","에스에이치-올리고펩타이드-7","sh-Oligopeptide-7","","이 원료는 대장균을 발효하여 얻은 단일사슬 합성휴먼펩타이드로서 31개의 아미노산을 포함한다. 출발유전자는 Beta Endorphin을 코딩하는 인간 유전자와 동일한 코드를 갖도록 합성된 것으로 그대로 사용하거나 생산숙주에 적합하게 개조된 것이다. 이것은 글라이코실화 및/또는 다이설파이드결합을 포함할 수 있는 최대 267개의 아미노산으로 구성되어 있다. 그 단백질을 구성하는 아미노산의 종류는 표준아미노산이다.","올리고펩타이드-37","6759"
"6760","에스에이치-올리고펩타이드-8","sh-Oligopeptide-8","","이 원료는 대장균을 발효하여 얻은 단일사슬 합성휴먼펩타이드로서 17개의 아미노산을 포함한다. 출발유전자는 Gamma Endorphin을 코딩하는 인간 유전자와 동일한 코드를 갖도록 합성된 것으로 그대로 사용하거나 생산숙주에 적합하게 개조된 것이다. 이것은 글라이코실화 및/또는 다이설파이드결합을 포함할 수 있는 최대 267개의 아미노산으로 구성되어 있다. 그 단백질을 구성하는 아미노산의 종류는 표준아미노산이다.","올리고펩타이드-38","6760"
"6761","에스에이치-데카펩타이드-13","sh-Decapeptide-13","","이 원료는 단백질의 일종인 에피모르핀의 일부와 동일하게 합성된 것으로 아스파틱애씨드, 시스테인, 글루타믹애씨드, 글루타민, 아이소류신과 세린으로 구성된 10개의 아미노산으로 이루어진 단일사슬휴먼펩타이드이다.","데카펩타이드-13","6761"
"6762","다마스크장미꽃봉오리추출물","Rosa Damascena Bud Extract","","이 원료는 다마스크장미 Rosa damascena의 꽃봉오리에서 추출한 것이다.","","6762"
"6763","피이지-10피토스테롤","PEG-10 Phytosterol","","이 원료는 평균 10몰로 에톡실화 된 피토스테롤의 폴리에칠렌글라이콜 에텔이다.","","6763"
"6764","피이지-20피토스테롤","PEG-20 Phytosterol","","이 원료는 평균 20몰로 에톡실화 된 피토스테롤의 폴리에칠렌글라이콜 에텔이다.","","6764"
"6765","피이지-5피토스테롤","PEG-5 Phytosterol","","이 원료는 평균 5몰로 에톡실화 된 피토스테롤의 폴리에칠렌글라이콜 에텔이다.","","6765"
"6766","명월초잎추출물","Gynura Procumbens Leaf Extract","","이 원료는 명월초 Gynura procumbens의 잎에서 추출한 것이다.","","6766"
"6767","빌림비잎추출물","Averrhoa Bilimbi Leaf Extract","","이 원료는 빌림비 Averrhoa bilimbi의 잎에서 추출한 것이다.","","6767"
"6768","프로토카테쿠익알데하이드","Protocatechuicaldehyde","","이 원료는 다음의 구조를 갖는 유기화합물이다.","프로토카테츄익알데하이드","6768"
"6769","파뿌리추출물","Allium Fistulosum Root Extract","","이 원료는 파 Allium fistulosum의 뿌리에서 추출한 것이다.","","6769"
"6770","점토","Clay","","이 원료는 바위의 화학적, 물리적인 풍화작용으로 생성된 필로실리케이트 미네랄의 그룹이다. 수화된 실리카와 알루미나의 다양한 양으로 구성되어 있고 2 마이크로미터보다 작은 입자사이즈를 갖고 있다.","클레이","6770"
"6771","피타야추출물","Hylocereus Undatus Fruit Extract","","이 원료는 파타야 Hylocereus undatus의 열매에서 추출한 것이다.","용과추출물,파타야추출물","6771"
"6772","하이드롤라이즈드땃두릅나무뿌리추출물","Hydrolyzed Oplopanax Elatus Root Extract","","이 원료는 땃두릅나무Oplopanax elatus를 추출하여 산, 효소 또는 다른 방법으로 가수분해 한 것이다.","하이드롤라이즈드자인삼추출물","6772"
"6773","뱀딸기추출물","Fragaria Indica Fruit Extract","","이 원료는 뱀딸기 Duchesnea Indica(=Potentilla indica)의 열매에서 추출한 것이다.","","6773"
"6774","스피레오사이드","Spiraeoside","","이 원료는 다음의 구조를 갖는 유기화합물이다.","","6774"
"6775","소듐아크릴레이트/아크릴로일다이메틸타트레이트/다이메틸아크릴아마이드크로스폴리머","Sodium Acrylate/Acryloyldimethyltaurate/Dimethylacrylamide Crosspolymer","","이 원료는 소듐아크릴레이트, 아크로일다이메틸타우레이트 및 다이메틸아크릴아마이드의 가교된 공중합체이다.","","6775"
"6776","다이하이드로콜레스-20","Dihydrocholeth-20","","이 원료는 다이하이드로콜레스테롤의 폴리에틸렌글라이콜에터며 n은 평균20인 다음의 구조를 갖는다.","디하이드로콜레스-20","6776"
"6777","메틸실란올아스코베이트","Methylsilanol Ascorbate","","이 원료는 다음의 구조를 갖는 유기화합물이다.","메칠실란올아스코베이트","6777"
"6778","당아욱꽃추출물","Malva Sylvestris (Mallow) Flower Extract","","이 원료는 당아욱 (Mallow) Malva sylvestris 꽃에서 추출한 것이다.","말로우꽃추출물","6778"
"6779","고추냉이뿌리추출물","Wasabia Japonica Root Extract","","이 원료는 고추냉이 Wasabia japonica의 뿌리줄기에서 추출한 것이다.","","6779"
"6780","동인도레몬그라스오일","Cymbopogon Flexuosus Oil","","이 원료는 동인도레몬그라스 Cymbopogon flexuosus의 전초에서 얻은 휘발성 오일이다.","","6780"
"6781","포도싹추출물","Vitis Vinifera (Grape) Bud Extract","","이 원료는 포도 Vitis vinifera 덩굴의 싹에서 추출한 것이다.","포도싹추출물","6781"
"6782","헤디사로이데스사랑초잎","Oxalis Hedysaroides Leaf","","이 원료는 헤디사로이데스사랑초 Oxalis hedysaroide의 잎이다.","사랑초잎","6782"
"6783","헤디사로이데스사랑초꽃","Oxalis Hedysaroides Flower","","이 원료는 헤디사로이데스사랑초 Oxalis hedysaroide의 꽃이다.","사랑초꽃","6783"
"6784","헤디사로이데스사랑초오일","Oxalis Hedysaroides Oil","","이 원료는 헤디사로이데스사랑초 Oxalis hedysaroide 전초에서 얻은 휘발성 오일이다.","사랑초오일","6784"
"6785","불가리스쑥오일","Artemisia Vulgaris Oil","","이 원료는 불가리스쑥 Artemisia vulgaris의 전초에서 얻은 휘발성 오일이다.","쑥오일","6785"
"6786","피이지-35아몬드글리세라이즈","PEG-35 Almond Glycerides","","이 원료는 평균 35몰의 에틸렌옥사이드를 함유한 아몬드 오일의 모노-, 다이글리세라이드의 폴리에틸렌 글라이콜 유도체이다.","피이지-35아몬드글리세라이드","6786"
"6787","비비추추출물","Hosta Longipes Extract","","이 원료는 비비추 Hosta longipes의 전초에서 추출한 것이다.","","6787"
"6788","골담초뿌리추출물","Caragana Sinica Root Extract","","이 원료는 골담초 Caragana sinica의 뿌리에서 추출한 것이다.","","6788"
"6789","세테아릴밀짚글라이코사이드","Cetearyl Wheat Straw Glycosides","","이 원료는 세테아릴알코올과 밀짚에서 얻은 당의 반응으로 얻은 생성물이다.","세테아릴위트스트로글라이코사이드","6789"
"6790","올리브오일아미노프로판디올에스터","Olive Oil Aminopropanediol Esters","","이 원료는 올리브오일과 아미노프로판다이올의 에스터교환에 의해 얻은 생산물이다.","","6790"
"6791","니코티노일에스에이치-데카펩타이드-9","Nicotinoyl sh-Decapeptide-9","","이 원료는 나이아신과 에스에이치-데카펩타이드-9의 반응물이다.","니코티노일데카펩타이드-9","6791"
"6792","카페오일에스에이치-옥타펩타이드-4","Caffeoyl sh-Octapeptide-4","","이 원료는 카페익애씨드와 에스에이치옥타펩타이드 4와의 반응으로 얻은 것이다.","","6792"
"6793","삼칠뿌리추출물","Panax Notoginseng Root Extract","","이 원료는 삼칠 Panax Notoginseng의 뿌리에서 추출한 것이다.","","6793"
"6794","완두콩펩타이드","Pisum Sativum (Pea) Peptide","","이 원료는 초박막 여과로 완두콩 Pisum sativum의 단백질에서 분리한 다이-/트라이-펩타이드 분획이다.","","6794"
"6795","락토바실러스/고추열매발효추출물","Lactobacillus/Capsicum Frutescens Fruit Ferment Extract","","이 원료는 미생물의 일종인 락토바실러스 Lactobacillus로 고추  Capsicum frutescens의 열매를 발효하여 추출한 것이다.","락토바실러스/고추발효추출물","6795"
"6796","폴리쿼터늄-70","Polyquaternium-70","","이 원료는 아디픽애씨드 및 다이리놀레익애씨드가 축합된 에톡실화 및 프로폭실화된 스테아릴아민이 다이메틸설페이트와 반응하여 얻은 4급 암모늄염이다.","","6796"
"6797","통캇알리뿌리추출물","Eurycoma Longifolia Root Extract","","이 원료는 통캇알리 Eurycoma longifolia의 뿌리에서 추출한 것이다.","","6797"
"6798","양마추출물","Hibiscus Cannabinus Extract","","이 원료는 양마 Hibiscus cannabinus의 전초에서 추출한 것이다.","","6798"
"6799","유자씨오일","Citrus Junos Seed Oil","","이 원료는 유자나무 Citrus junos 의 씨를 압착하여 얻은 오일이다.","","6799"
"6800","피리독살5-포스페이트","Pyridoxal 5-Phosphate","","이 원료는 다음의 구조를 갖는 유기화합물이다.","","6800"
"6801","알에이치-폴리펩타이드-3","rh-Polypeptide-3","","이 원료는 대장균으로 발효하여 얻은 단일사슬 재조합 휴먼펩타이드이다. 출발유전자는 인체세포에서 직접 분리된 Keratinocyte Growth Factor를 코딩하는 사람 유전자로 그대로 사용하거나 생산숙주에 적합하게 개조된 것이다. 이것은 글라이코실화 및/또는 다이설파이드결합을 포함할 수 있는 최대 194개의 아미노산으로 구성되어 있다. 그 단백질을 구성하는 아미노산은 표준아미노산이다.","","6801"
"6802","알에이치-폴리펩타이드-4","rh-Polypeptide-4","","이 원료는 대장균으로 발효하여 얻은 단일사슬 재조합 휴먼펩타이드이다. 출발유전자는 인체세포에서 직접 분리된 Stem Cell Factor를 코딩하는 사람 유전자로 그대로 사용하거나 생산숙주에 적합하게 개조된 것이다. 이것은 글라이코실화 및/또는 다이설파이드결합을 포함할 수 있는 최대 273개의 아미노산으로 구성되어 있다. 그 단백질을 구성하는 아미노산은 표준아미노산이다.","","6802"
"6803","알에이치-폴리펩타이드-10","rh-Polypeptide-10","","이 원료는 대장균에서 발효하여 얻은 단일사슬 재조합 휴먼 펩타이드이다. 출발유전자는 인체세포에서 직접 분리된 섬유아세포 성장인자10(Fibroblast Growth Factor 10)을 코딩하는 사람 유전자와 동일한 코드를 갖도록 합성된 것으로 그대로 사용하거나 생산숙주에 적합하게 개조된 것이다. 이것은 글라이코실화 및/또는 다이설파이드결합을 포함할 수 있는 최대 208개의 아미노산으로 구성되어 있다. 그 단백질을 구성하는 아미노산은 표준아미노산이다.","","6803"
"6804","알에이치-폴리펩타이드-60","rh-Polypeptide-60","","이 원료는 대장균에의해 발효된 단일사슬 재조합휴먼펩타이드이다. 출발유전자는 인체 세포에서 직접 분리된 Superoxide Dismutase 1을 코딩하는 유전자이다. 이것은 디설파이드결합 및/또는 당을 갖는 최대 154개의 아미노산으로 구성되어 있다. 그 단백질을 구성하는 아미노산은 표준아미노산이다.","알에이치-폴리펩타이드-28","6804"
